Ranking (Top 100) for the queries in Queries.txt in the format:
query_id Q0 doc_id rank BM25_score system_name

hurricane isabel damage:

2 Q0 Tropical_Storm_Thelma 59 3.2168870954038837 OkapiBM25NoStopNoStem
2 Q0 Astronomy 60 3.139692939883665 OkapiBM25NoStopNoStem
2 Q0 Drizzle 61 3.099540346315496 OkapiBM25NoStopNoStem
2 Q0 Hurricane_Mitch 62 3.079341497209508 OkapiBM25NoStopNoStem
2 Q0 Willys_Hurricane_engine 63 3.025185540685689 OkapiBM25NoStopNoStem
2 Q0 Map_projection 64 2.9795454816893105 OkapiBM25NoStopNoStem
2 Q0 Extratropical_cyclone 65 2.912401858967006 OkapiBM25NoStopNoStem
2 Q0 2009_Atlantic_hurricane_season 66 2.851565647619425 OkapiBM25NoStopNoStem
2 Q0 Jet_stream 67 2.82135281504722 OkapiBM25NoStopNoStem
2 Q0 2017_Pacific_typhoon_season 68 2.805542894431469 OkapiBM25NoStopNoStem
2 Q0 2017_Atlantic_hurricane_season 69 2.7658570616176434 OkapiBM25NoStopNoStem
2 Q0 Vorticity 70 2.734716654667404 OkapiBM25NoStopNoStem
2 Q0 Hurricane_Frances 71 2.7258680631662773 OkapiBM25NoStopNoStem
2 Q0 Upwelling 72 2.723670024015494 OkapiBM25NoStopNoStem
2 Q0 Hurricane_Sandy 73 2.719779353595658 OkapiBM25NoStopNoStem
2 Q0 Sea_spray 74 2.7129641064518712 OkapiBM25NoStopNoStem
2 Q0 Effects_of_global_warming 75 2.6944186711941245 OkapiBM25NoStopNoStem
2 Q0 2003_Atlantic_hurricane_season 76 2.694060176717519 OkapiBM25NoStopNoStem
2 Q0 2005_Atlantic_hurricane_season 77 2.6938390177298803 OkapiBM25NoStopNoStem
2 Q0 Ocean 78 2.675625890864613 OkapiBM25NoStopNoStem
2 Q0 Waterspout 79 2.660178776005997 OkapiBM25NoStopNoStem
2 Q0 Azores_High 80 2.6533687590327935 OkapiBM25NoStopNoStem
2 Q0 Muscle_atrophy 81 2.62859821308887 OkapiBM25NoStopNoStem
2 Q0 National_Space_Biomedical_Research_Institute 82 2.617347822542507 OkapiBM25NoStopNoStem
2 Q0 Hurricane_Ioke 83 2.594206849010411 OkapiBM25NoStopNoStem
2 Q0 2017_North_Indian_Ocean_cyclone_season 84 2.558014501272163 OkapiBM25NoStopNoStem
2 Q0 Hurricane_Ike 85 2.5449213427800017 OkapiBM25NoStopNoStem
