Ranking (Top 100) for the queries in Queries.txt in the format:
query_id Q0 doc_id rank Lucene_score system_name

hurricane isabel damage:

3 Q0 Effects_of_Hurricane_Isabel_in_Delaware 99 0.04347264 LuceneNoStopNoStem
3 Q0 2009_Atlantic_hurricane_season 100 0.04342591 LuceneNoStopNoStem

heavy rains:

4 Q0 2017_North_Indian_Ocean_cyclone_season 1 0.2179766 LuceneNoStopNoStem
4 Q0 Landfall 2 0.19340858 LuceneNoStopNoStem
4 Q0 Tropical_Storm_Marco_(2008) 3 0.17031565 LuceneNoStopNoStem
4 Q0 Hurricane_Cleo 4 0.16749677 LuceneNoStopNoStem
4 Q0 Flash_flood 5 0.16411263 LuceneNoStopNoStem
4 Q0 Hurricane,_Bollinger_County,_Missouri 6 0.16411263 LuceneNoStopNoStem
4 Q0 Hurricane_Stan 7 0.1577107 LuceneNoStopNoStem
4 Q0 Hurricane_Michelle 8 0.15131404 LuceneNoStopNoStem
4 Q0 List_of_Hawaii_hurricanes 9 0.15049379 LuceneNoStopNoStem
4 Q0 Monsoon_of_South_Asia 10 0.14121588 LuceneNoStopNoStem
4 Q0 Hurricane_Hilda 11 0.14098378 LuceneNoStopNoStem
4 Q0 Hurricane_Joan%E2%80%93Miriam 12 0.13399741 LuceneNoStopNoStem
4 Q0 1933_Tampico_hurricane 13 0.13134927 LuceneNoStopNoStem
4 Q0 Hurricane_Lenny 14 0.12997727 LuceneNoStopNoStem
4 Q0 Hurricane_Patricia 15 0.129426 LuceneNoStopNoStem
4 Q0 Kona_storm 16 0.12621243 LuceneNoStopNoStem
4 Q0 Typhoon_Nabi 17 0.12563753 LuceneNoStopNoStem
4 Q0 Hurricane_Isidore 18 0.124271736 LuceneNoStopNoStem
4 Q0 Hurricane_Cesar%E2%80%93Douglas 19 0.122322336 LuceneNoStopNoStem
4 Q0 Hurricane_Connie 20 0.122322336 LuceneNoStopNoStem
4 Q0 Tropical_Storm_Allison 21 0.12108806 LuceneNoStopNoStem
4 Q0 Hurricane_Gilbert 22 0.120238766 LuceneNoStopNoStem
4 Q0 Typhoon_Nina_(1975) 23 0.11804533 LuceneNoStopNoStem
4 Q0 Tropical_cyclone_rainfall_forecasting 24 0.114597276 LuceneNoStopNoStem
4 Q0 Tropical_Storm_Odette_(2003) 25 0.114597276 LuceneNoStopNoStem
4 Q0 1933_Atlantic_hurricane_season 26 0.114349544 LuceneNoStopNoStem
4 Q0 Hurricane_Noel 27 0.11312458 LuceneNoStopNoStem
4 Q0 Hurricane_Mitch 28 0.110972404 LuceneNoStopNoStem
4 Q0 List_of_wettest_tropical_cyclones_by_country 29 0.110604554 LuceneNoStopNoStem
4 Q0 Tropical_Storm_Thelma 30 0.11039749 LuceneNoStopNoStem
4 Q0 Hurricane_Eloise 31 0.10835762 LuceneNoStopNoStem
4 Q0 Cloudburst 32 0.10818781 LuceneNoStopNoStem
4 Q0 Hurricane_Tomas 33 0.107246235 LuceneNoStopNoStem
4 Q0 Hurricane_Igor 34 0.103434354 LuceneNoStopNoStem
4 Q0 Hurricane_Frederic 35 0.10223025 LuceneNoStopNoStem
4 Q0 Hurricane_Hortense 36 0.10199504 LuceneNoStopNoStem
4 Q0 Tropical_Storm_Erika 37 0.1017209 LuceneNoStopNoStem
4 Q0 Rainband 38 0.1011817 LuceneNoStopNoStem
4 Q0 Tropical_Depression_Nine_(2003) 39 0.1011817 LuceneNoStopNoStem
4 Q0 Hurricane_Matthew 40 0.100906715 LuceneNoStopNoStem
4 Q0 1924_Cuba_hurricane 41 0.09993779 LuceneNoStopNoStem
4 Q0 Hurricane_Celia 42 0.09941739 LuceneNoStopNoStem
4 Q0 Hurricane_Jeanne 43 0.09941739 LuceneNoStopNoStem
4 Q0 Hurricane_Beulah 44 0.09920567 LuceneNoStopNoStem
4 Q0 Wet_season 45 0.09881335 LuceneNoStopNoStem
